,entity,code,year,adult_literacy_rate__population_15plus_years__both_sexes__pct__lr_ag15t99,youth_literacy_rate__population_15_24_years__male__pct__lr_ag15t24_m,youth_literacy_rate__population_15_24_years__female__pct__lr_ag15t24_f,owid_region
871,Latin America and the Caribbean (SDG),,2021,94.49382,98.37138,98.72585,
872,Latin America and the Caribbean (SDG),,2022,94.64692,98.43215,98.77125,
873,Latin America and the Caribbean (SDG),,2023,94.79,98.45884,98.80874,
874,Latvia,LVA,1989,99.0,100.0,100.0,Europe
875,Latvia,LVA,2000,100.0,100.0,100.0,Europe
876,Latvia,LVA,2011,100.0,100.0,100.0,Europe
877,Lebanon,LBN,2007,90.0,98.0,99.0,Asia
878,Lebanon,LBN,2009,91.0,99.0,99.0,Asia
879,Lebanon,LBN,2018,93.0,98.0,96.0,Asia
880,Lesotho,LSO,2000,86.0,85.0,97.0,Africa
881,Lesotho,LSO,2006,66.0,66.0,85.0,Africa
882,Lesotho,LSO,2009,,82.23,94.25,Africa
883,Lesotho,LSO,2014,,87.37,96.52,Africa
884,Lesotho,LSO,2016,97.0,97.0,100.0,Africa
885,Lesotho,LSO,2018,86.24087,92.35318,98.26914,Africa
886,Liberia,LBR,1984,32.0,63.0,34.0,Africa
887,Liberia,LBR,2007,,77.33,51.49,Africa
888,Liberia,LBR,2013,,83.75,63.2,Africa
889,Libya,LBY,1984,60.0,98.0,80.0,Africa
890,Lithuania,LTU,1989,98.0,100.0,100.0,Europe
891,Lithuania,LTU,2001,100.0,100.0,100.0,Europe
892,Lithuania,LTU,2011,100.0,100.0,100.0,Europe
893,Low-income countries,,1988,46.47354,66.71126,48.29523,
894,Low-income countries,,1989,46.89375,66.95475,48.77668,
895,Low-income countries,,1990,47.39165,67.07243,49.3418,
896,Low-income countries,,1991,47.6823,66.51073,49.06629,
897,Low-income countries,,1992,47.82185,65.81742,48.62732,
898,Low-income countries,,1993,48.03085,65.46683,48.67551,
899,Low-income countries,,1994,48.31109,65.2399,48.86828,
900,Low-income countries,,1995,48.676,65.38342,49.07685,
901,Low-income countries,,1996,49.04267,65.14389,49.51929,
902,Low-income countries,,1997,49.73331,65.1523,50.22734,
903,Low-income countries,,1998,50.43019,65.44507,50.86919,
904,Low-income countries,,1999,50.97881,65.61281,51.3748,
905,Low-income countries,,2000,51.39866,65.38389,52.02636,
906,Low-income countries,,2001,52.04716,65.59562,52.93063,
907,Low-income countries,,2002,52.7164,69.68612,53.16253,
908,Low-income countries,,2003,53.11349,69.71195,53.98688,
909,Low-income countries,,2004,53.58198,70.33244,54.67853,
910,Low-income countries,,2005,53.99721,70.52606,55.26611,
911,Low-income countries,,2006,52.1799,69.59228,53.09764,
912,Low-income countries,,2007,53.41816,70.68146,55.32036,
913,Low-income countries,,2008,54.31401,71.80143,56.8147,
914,Low-income countries,,2009,54.82347,72.47431,57.81614,
915,Low-income countries,,2010,55.31973,72.70415,59.04808,
916,Low-income countries,,2011,57.35872,74.51943,62.78945,
917,Low-income countries,,2012,57.80881,75.36368,63.71834,
918,Low-income countries,,2013,58.65501,76.16065,65.1674,
919,Low-income countries,,2014,59.07083,76.44838,65.83823,
920,Low-income countries,,2015,59.74246,76.84152,67.00946,
921,Low-income countries,,2016,60.4267,77.04158,68.24464,
922,Low-income countries,,2017,61.48362,77.66572,69.65888,
923,Low-income countries,,2018,61.45404,77.19465,69.14331,
924,Low-income countries,,2019,61.52847,77.0154,69.56879,
925,Low-income countries,,2020,61.69004,77.10644,69.91852,
926,Low-income countries,,2021,62.18141,77.44955,70.70328,
927,Low-income countries,,2022,62.63246,77.73687,71.45326,
928,Low-income countries,,2023,63.03853,77.95494,72.08086,
929,Lower-middle-income countries,,1975,44.26188,67.62587,44.69813,
930,Lower-middle-income countries,,1976,44.36313,67.70277,44.85917,
931,Lower-middle-income countries,,1977,44.89862,68.08382,45.75351,
932,Lower-middle-income countries,,1978,45.45136,68.39049,46.65274,
933,Lower-middle-income countries,,1979,46.00061,68.59643,47.51585,
934,Lower-middle-income countries,,1980,46.53306,68.70098,48.29649,
935,Lower-middle-income countries,,1981,47.06519,68.80225,49.00895,
936,Lower-middle-income countries,,1982,47.63435,68.97708,49.84318,
937,Lower-middle-income countries,,1983,48.12107,69.13491,50.57199,
938,Lower-middle-income countries,,1984,48.72107,69.30184,51.51703,
939,Lower-middle-income countries,,1985,49.32205,69.52071,52.47755,
940,Lower-middle-income countries,,1986,49.83683,69.71321,53.3461,
941,Lower-middle-income countries,,1987,50.71524,70.18854,54.44793,
942,Lower-middle-income countries,,1988,51.40592,72.31447,53.26776,
943,Lower-middle-income countries,,1989,52.1036,72.98763,54.62419,
944,Lower-middle-income countries,,1990,52.8069,73.60304,55.96173,
945,Lower-middle-income countries,,1991,53.51564,74.23516,57.30085,
946,Lower-middle-income countries,,1992,54.40485,75.3428,58.55427,
947,Lower-middle-income countries,,1993,55.26998,76.36027,59.53925,
948,Lower-middle-income countries,,1994,56.08274,77.01993,60.99908,
949,Lower-middle-income countries,,1995,56.85776,77.54648,62.32745,
950,Lower-middle-income countries,,1996,57.63437,78.18687,63.6672,
951,Lower-middle-income countries,,1997,58.41293,78.73385,64.86258,
952,Lower-middle-income countries,,1998,61.84885,81.56189,66.68379,
953,Lower-middle-income countries,,1999,62.59148,82.18743,68.19439,
954,Lower-middle-income countries,,2000,62.80231,82.35816,68.52399,
955,Lower-middle-income countries,,2001,63.52992,82.72581,69.86881,
956,Lower-middle-income countries,,2002,64.24833,83.10958,71.17077,
957,Lower-middle-income countries,,2003,65.29472,84.08785,72.1694,
958,Lower-middle-income countries,,2004,65.99687,84.42356,73.45158,
959,Lower-middle-income countries,,2005,65.78602,85.40766,73.48987,
960,Lower-middle-income countries,,2006,65.76852,84.59039,74.40537,
961,Lower-middle-income countries,,2007,66.29194,84.82232,75.41736,
962,Lower-middle-income countries,,2008,66.94372,85.33198,76.5123,
963,Lower-middle-income countries,,2009,67.63524,85.69521,77.57317,
964,Lower-middle-income countries,,2010,69.50833,86.90514,78.85166,
965,Lower-middle-income countries,,2011,69.80986,86.92319,79.65332,
966,Lower-middle-income countries,,2012,70.25576,87.54859,80.83657,
967,Lower-middle-income countries,,2013,71.1596,88.4973,82.33047,
968,Lower-middle-income countries,,2014,71.89687,88.8433,83.46157,
969,Lower-middle-income countries,,2015,72.98467,89.40439,84.5999,
970,Lower-middle-income countries,,2016,73.734,89.7792,85.41834,
971,Lower-middle-income countries,,2017,74.26711,90.19085,85.98297,
972,Lower-middle-income countries,,2018,75.07314,90.54972,86.56847,
973,Lower-middle-income countries,,2019,75.24551,92.6157,88.42201,
974,Lower-middle-income countries,,2020,75.8803,92.83811,88.91847,
975,Lower-middle-income countries,,2021,76.48823,93.04316,89.37158,
976,Lower-middle-income countries,,2022,77.08264,93.21588,89.82658,
977,Lower-middle-income countries,,2023,77.63182,93.37012,90.20733,
978,Macao,MAC,1981,90.0,95.0,94.0,Asia
979,Macao,MAC,2001,91.0,99.0,100.0,Asia
980,Macao,MAC,2006,93.0,100.0,100.0,Asia
981,Macao,MAC,2011,96.0,100.0,100.0,Asia
982,Macao,MAC,2016,97.0,100.0,100.0,Asia
983,Madagascar,MDG,2000,71.0,73.0,68.0,Africa
984,Madagascar,MDG,2005,59.0,59.0,56.0,Africa
985,Madagascar,MDG,2012,72.0,78.0,75.0,Africa
986,Madagascar,MDG,2018,77.0,81.0,79.0,Africa
987,Madagascar,MDG,2021,74.68614,82.52617,82.23735,Africa
988,Malawi,MWI,1987,49.0,70.0,49.0,Africa
989,Malawi,MWI,1998,64.0,82.0,71.0,Africa
990,Malawi,MWI,2006,,,72.23,Africa
991,Malawi,MWI,2014,,,75.73,Africa
992,Malawi,MWI,2020,70.15227,81.30133,80.14176,Africa
993,Malaysia,MYS,1980,70.0,89.0,87.0,Asia
994,Malaysia,MYS,1991,83.0,96.0,95.0,Asia
995,Malaysia,MYS,2000,89.0,97.0,97.0,Asia
996,Malaysia,MYS,2010,93.0,98.0,98.0,Asia
997,Malaysia,MYS,2016,95.0,97.0,98.0,Asia
998,Malaysia,MYS,2017,95.0,97.0,97.0,Asia
999,Malaysia,MYS,2018,95.0,97.0,97.0,Asia
1000,Malaysia,MYS,2019,95.0,97.0,97.0,Asia
1001,Malaysia,MYS,2022,96.0,99.0,98.0,Asia
1002,Maldives,MDV,1977,82.0,84.0,87.0,Asia
1003,Maldives,MDV,1985,92.0,95.0,96.0,Asia
1004,Maldives,MDV,1990,96.0,98.0,98.0,Asia
1005,Maldives,MDV,1995,96.0,98.0,98.0,Asia
1006,Maldives,MDV,2000,96.0,98.0,98.0,Asia
1007,Maldives,MDV,2006,98.0,99.0,99.0,Asia
1008,Maldives,MDV,2014,99.0,99.0,99.0,Asia
1009,Maldives,MDV,2016,98.0,98.0,99.0,Asia
1010,Maldives,MDV,2017,94.50551,97.31116,99.67299,Asia
1011,Maldives,MDV,2019,98.21186,98.62147,98.86908,Asia
1012,Mali,MLI,1976,9.0,27.0,13.0,Africa
1013,Mali,MLI,1998,19.0,32.0,17.0,Africa
1014,Mali,MLI,2003,24.0,,,
1015,Mali,MLI,2006,26.0,47.0,31.0,Africa
1016,Mali,MLI,2010,31.0,56.0,34.0,Africa
1017,Mali,MLI,2011,31.0,56.0,30.0,Africa
1018,Mali,MLI,2015,33.0,61.0,39.0,Africa
1019,Mali,MLI,2018,35.0,58.0,43.0,Africa
1020,Mali,MLI,2020,,44.16,60.92,Africa
1021,Malta,MLT,1985,87.0,97.0,99.0,Europe
1022,Malta,MLT,1995,88.0,94.0,98.0,Europe
1023,Malta,MLT,2005,92.0,97.0,99.0,Europe
1024,Malta,MLT,2011,93.0,98.0,99.0,Europe
1025,Marshall Islands,MHL,2011,98.0,98.0,99.0,Oceania
1026,Martinique,MTQ,1982,93.0,99.0,99.0,North America
1027,Mauritania,MRT,2000,51.0,68.0,55.0,Africa
1028,Mauritania,MRT,2007,,,47.94,Africa
1029,Mauritania,MRT,2011,,,57.65,Africa
1030,Mauritania,MRT,2013,62.0,74.0,68.0,Africa
1031,Mauritania,MRT,2015,65.11202,86.73236,75.69968,Africa
1032,Mauritania,MRT,2020,59.52966,75.25897,66.98027,Africa
1033,Mauritius,MUS,1990,80.0,91.0,92.0,Africa
1034,Mauritius,MUS,2000,84.0,94.0,95.0,Africa
1035,Mauritius,MUS,2011,89.0,98.0,99.0,Africa
1036,Mauritius,MUS,2012,92.0,,,
1037,Mauritius,MUS,2013,91.0,,,
1038,Mauritius,MUS,2014,92.0,,,
1039,Mauritius,MUS,2015,93.0,,,
1040,Mauritius,MUS,2016,93.0,,,
1041,Mexico,MEX,1980,83.0,93.0,91.0,North America
1042,Mexico,MEX,1990,88.0,96.0,95.0,North America
1043,Mexico,MEX,2000,91.0,97.2,97.4,North America
1044,Mexico,MEX,2002,90.0,97.8,97.2,North America
1045,Mexico,MEX,2004,91.0,97.1,97.5,North America
1046,Mexico,MEX,2005,92.0,98.0,98.0,North America
1047,Mexico,MEX,2006,92.0,98.1,97.7,North America
1048,Mexico,MEX,2007,93.0,98.0,98.0,North America
1049,Mexico,MEX,2008,93.0,98.2,98.3,North America
1050,Mexico,MEX,2009,93.0,99.0,98.0,North America
1051,Mexico,MEX,2010,93.0,98.2,98.6,North America
1052,Mexico,MEX,2011,94.0,98.0,99.0,North America
1053,Mexico,MEX,2012,94.0,98.6,98.9,North America
1054,Mexico,MEX,2013,94.0,99.0,99.0,North America
1055,Mexico,MEX,2014,95.0,98.4,98.9,North America
1056,Mexico,MEX,2015,94.0,99.0,99.0,North America
1057,Mexico,MEX,2016,95.0,98.5,98.7,North America
1058,Mexico,MEX,2017,95.0,99.0,99.0,North America
1059,Mexico,MEX,2018,95.0,98.4,98.8,North America
1060,Mexico,MEX,2020,95.0,98.8,99.1,North America
1061,Mexico,MEX,2022,,98.7,99.2,North America
1062,Middle East and North Africa (WB),,1973,,71.80761,45.19602,
1063,Middle East and North Africa (WB),,1974,43.99972,72.28545,45.98756,
1064,Middle East and North Africa (WB),,1975,44.49103,72.88749,46.88597,
1065,Middle East and North Africa (WB),,1976,44.99968,73.51033,47.76801,
1066,Middle East and North Africa (WB),,1977,45.55852,74.17554,48.96568,
1067,Middle East and North Africa (WB),,1978,46.21684,74.79698,50.09046,
1068,Middle East and North Africa (WB),,1979,46.89799,75.29801,51.0531,
1069,Middle East and North Africa (WB),,1980,47.65434,75.95265,52.32631,
1070,Middle East and North Africa (WB),,1981,48.41632,76.61027,53.62577,
1071,Middle East and North Africa (WB),,1982,49.33712,77.30011,54.97385,
1072,Middle East and North Africa (WB),,1983,50.03418,78.38635,56.12951,
1073,Middle East and North Africa (WB),,1984,50.99546,79.32956,57.94698,
1074,Middle East and North Africa (WB),,1985,51.94508,80.26156,59.71946,
1075,Middle East and North Africa (WB),,1986,52.89566,81.17504,61.40514,
1076,Middle East and North Africa (WB),,1987,53.82654,81.98535,62.99917,
1077,Middle East and North Africa (WB),,1988,54.84007,82.77369,64.58158,
1078,Middle East and North Africa (WB),,1989,55.84551,83.50282,66.1068,
1079,Middle East and North Africa (WB),,1990,58.23571,85.08913,68.98918,
1080,Middle East and North Africa (WB),,1991,59.42651,86.2941,70.65865,
1081,Middle East and North Africa (WB),,1992,60.52205,86.98366,72.12407,
1082,Middle East and North Africa (WB),,1993,61.38714,87.18237,71.6707,
1083,Middle East and North Africa (WB),,1994,62.34871,87.6795,72.96099,
1084,Middle East and North Africa (WB),,1995,63.82514,88.37237,74.85748,
1085,Middle East and North Africa (WB),,1996,64.96068,88.87634,76.20496,
1086,Middle East and North Africa (WB),,1997,66.06362,89.3345,77.50701,
1087,Middle East and North Africa (WB),,1998,67.26733,89.66076,78.6955,
1088,Middle East and North Africa (WB),,1999,68.36744,90.00801,79.90238,
1089,Middle East and North Africa (WB),,2000,69.40159,90.32751,80.99898,
1090,Middle East and North Africa (WB),,2001,70.53242,90.79612,82.14067,
1091,Middle East and North Africa (WB),,2002,71.56456,91.14309,83.16963,
1092,Middle East and North Africa (WB),,2003,74.12706,92.80639,83.72966,
1093,Middle East and North Africa (WB),,2004,74.96323,93.05454,84.65085,
1094,Middle East and North Africa (WB),,2005,75.57109,93.20441,85.25057,
1095,Middle East and North Africa (WB),,2006,74.59212,92.64047,86.09961,
1096,Middle East and North Africa (WB),,2007,75.36998,93.14143,86.97756,
1097,Middle East and North Africa (WB),,2008,77.08521,93.9046,88.15434,
1098,Middle East and North Africa (WB),,2009,76.01827,91.90152,85.37437,
1099,Middle East and North Africa (WB),,2010,76.60938,92.09109,85.75135,
1100,Middle East and North Africa (WB),,2011,77.32386,92.40269,85.80755,
1101,Middle East and North Africa (WB),,2012,77.99774,92.95354,86.87201,
1102,Middle East and North Africa (WB),,2013,78.60817,93.12824,87.79656,
1103,Middle East and North Africa (WB),,2014,78.98551,93.1035,88.02022,
1104,Middle East and North Africa (WB),,2015,79.63974,93.10533,88.29764,
1105,Middle East and North Africa (WB),,2016,78.47635,91.75193,86.80402,
1106,Middle East and North Africa (WB),,2017,78.92874,91.8816,87.18054,
1107,Middle East and North Africa (WB),,2018,79.25672,91.98373,87.47592,
1108,Middle East and North Africa (WB),,2019,79.55386,92.13213,87.80644,
1109,Middle East and North Africa (WB),,2020,79.89577,92.31631,88.12337,
1110,Middle East and North Africa (WB),,2021,80.30119,92.55002,88.45477,
1111,Middle East and North Africa (WB),,2022,80.6111,92.67047,88.69928,
1112,Middle East and North Africa (WB),,2023,80.94914,92.76265,88.89105,
1113,Middle-income countries,,1975,58.92093,82.01004,64.32716,
1114,Middle-income countries,,1976,59.08536,81.9535,64.42027,
1115,Middle-income countries,,1977,59.42156,82.01001,64.81827,
1116,Middle-income countries,,1978,60.21147,82.3759,66.03637,
1117,Middle-income countries,,1979,61.05474,82.83411,67.3713,
