entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
Ghana,GHA,2000,58,6.67,19637085,Africa
Ghana,GHA,2005,,7.28,22449446,Africa
Ghana,GHA,2010,71,7.66,25475000,Africa
Ghana,GHA,2015,,7.72,28696071,Africa
Ghana,GHA,2017,64.49239,,30008364,Africa
Ghana,GHA,2020,,8.39,31887802,Africa
Ghana,GHA,2021,76.48568,,32518662,Africa
Gibraltar,GIB,1950,67.5,,21680,Europe
Greece,GRC,1870,,0.78,3670555,Europe
Greece,GRC,1875,,0.89,3862904,Europe
Greece,GRC,1880,,1.02,4067664,Europe
Greece,GRC,1885,,1.14,4282905,Europe
Greece,GRC,1890,,1.26,4509512,Europe
Greece,GRC,1895,,1.37,4748357,Europe
Greece,GRC,1900,,1.64,4990133,Europe
Greece,GRC,1905,,1.8,5180704,Europe
Greece,GRC,1907,39.5,,5254961,Europe
Greece,GRC,1910,,2.03,5368127,Europe
Greece,GRC,1915,,2.29,5560909,Europe
Greece,GRC,1920,48,2.42,5771532,Europe
Greece,GRC,1925,,2.61,6078140,Europe
Greece,GRC,1928,58.1,,6278572,Europe
Greece,GRC,1930,,2.98,6426998,Europe
Greece,GRC,1935,,3.56,6869563,Europe
Greece,GRC,1940,,3.94,7310983,Europe
Greece,GRC,1945,,4.36,7496655,Europe
Greece,GRC,1950,72.5,4.39,7651080,Europe
Greece,GRC,1955,,5.79,7984712,Europe
Greece,GRC,1960,,7.78,8384484,Europe
Greece,GRC,1965,,6.68,8521368,Europe
Greece,GRC,1970,,6.84,8747778,Europe
Greece,GRC,1975,,7.15,9016969,Europe
Greece,GRC,1980,,7.58,9653419,Europe
Greece,GRC,1981,91,,9754398,Europe
Greece,GRC,1985,,8.37,10037038,Europe
Greece,GRC,1990,,9.34,10258494,Europe
Greece,GRC,1991,93,,10306645,Europe
Greece,GRC,1995,,9.54,10519233,Europe
Greece,GRC,2000,,9.9,10782638,Europe
Greece,GRC,2001,96,,10843166,Europe
Greece,GRC,2005,,10.95,10981340,Europe
Greece,GRC,2009,94,,11108067,Europe
Greece,GRC,2010,,11.36,11124666,Europe
Greece,GRC,2015,,11.6,10820902,Europe
Greece,GRC,2020,,11.86,10699370,Europe
Greenland,GRL,1950,98.5,,23231,North America
Grenada,GRD,1950,67.5,,77280,North America
Grenada,GRD,1970,98,,98431,North America
Guadeloupe,GLP,1950,67.5,,215523,North America
Guadeloupe,GLP,1982,90,,335826,North America
Guam,GUM,1950,87.5,,60796,Oceania
Guam,GUM,1980,96,,110154,Oceania
Guam,GUM,1990,99,,138623,Oceania
Guatemala,GTM,1870,,0.22,1093998,North America
Guatemala,GTM,1875,,0.26,1168272,North America
Guatemala,GTM,1880,,0.32,1246623,North America
Guatemala,GTM,1885,,0.38,1320900,North America
Guatemala,GTM,1890,,0.46,1384956,North America
Guatemala,GTM,1895,,0.59,1368885,North America
Guatemala,GTM,1900,,0.84,1352626,North America
Guatemala,GTM,1905,,0.91,1415615,North America
Guatemala,GTM,1910,,1.07,1494871,North America
Guatemala,GTM,1915,,1.2,1578439,North America
Guatemala,GTM,1920,,1.31,1663732,North America
Guatemala,GTM,1925,,1.28,1751960,North America
Guatemala,GTM,1930,,1.29,1857837,North America
Guatemala,GTM,1935,,1.42,2057031,North America
Guatemala,GTM,1940,,1.43,2304571,North America
Guatemala,GTM,1945,,1.41,2664531,North America
Guatemala,GTM,1950,27.5,1.32,3097199,North America
Guatemala,GTM,1955,,1.35,3533311,North America
Guatemala,GTM,1960,,1.41,4063659,North America
Guatemala,GTM,1965,,1.51,4704973,North America
Guatemala,GTM,1970,,1.78,5396972,North America
Guatemala,GTM,1975,,2.11,6128733,North America
Guatemala,GTM,1980,,2.94,6900215,North America
Guatemala,GTM,1985,,3.27,7849691,North America
Guatemala,GTM,1990,,3.66,9024775,North America
Guatemala,GTM,1994,64,,10043713,North America
Guatemala,GTM,1995,,3.96,10312999,North America
Guatemala,GTM,2000,,4.35,11697592,North America
Guatemala,GTM,2002,69,,12246923,North America
Guatemala,GTM,2005,,4.33,13087637,North America
Guatemala,GTM,2010,,5.21,14500118,North America
Guatemala,GTM,2012,78,,15089639,North America
Guatemala,GTM,2013,77,,15387339,North America
Guatemala,GTM,2014,81,,15681725,North America
Guatemala,GTM,2015,80.19509,5.72,15971745,North America
Guatemala,GTM,2018,81,,16845688,North America
Guatemala,GTM,2020,,6.26,17357331,North America
Guatemala,GTM,2022,83.03117,,17847877,North America
Guinea,GIN,1996,21,,7770035,Africa
Guinea,GIN,2003,30,,8870790,Africa
Guinea,GIN,2010,25,,10396090,Africa
Guinea,GIN,2014,32,,11472921,Africa
Guinea,GIN,2018,40,,12704776,Africa
Guinea-Bissau,GNB,1950,3,,543632,Africa
Guinea-Bissau,GNB,1979,20,,819878,Africa
Guinea-Bissau,GNB,2000,41,,1234747,Africa
Guinea-Bissau,GNB,2019,54.88232,,1967704,Africa
Guinea-Bissau,GNB,2022,63.93413,,2105535,Africa
Guyana,GUY,1870,,0.25,191470,South America
Guyana,GUY,1875,,0.38,218291,South America
Guyana,GUY,1880,,0.63,246293,South America
Guyana,GUY,1885,,0.87,260674,South America
Guyana,GUY,1890,,1.11,273149,South America
Guyana,GUY,1895,,1.3,285977,South America
Guyana,GUY,1900,,1.56,297513,South America
Guyana,GUY,1905,,1.79,297697,South America
Guyana,GUY,1910,,1.98,296177,South America
Guyana,GUY,1915,,2.3,295399,South America
Guyana,GUY,1920,,2.58,295538,South America
Guyana,GUY,1925,,2.75,298514,South America
Guyana,GUY,1930,,2.97,303521,South America
Guyana,GUY,1935,,3.2,318965,South America
Guyana,GUY,1940,,3.44,339001,South America
Guyana,GUY,1945,,3.59,374291,South America
Guyana,GUY,1950,77.5,4.36,418045,South America
Guyana,GUY,1955,,4.6,484374,South America
Guyana,GUY,1960,,4.91,569156,South America
Guyana,GUY,1965,,5.35,635135,South America
Guyana,GUY,1970,,5.76,702714,South America
Guyana,GUY,1975,,6.16,745407,South America
Guyana,GUY,1980,,6.65,774372,South America
Guyana,GUY,1985,,7.04,771484,South America
Guyana,GUY,1990,,7.27,749891,South America
Guyana,GUY,1995,,7.92,758395,South America
Guyana,GUY,2000,,8.43,764836,South America
Guyana,GUY,2005,,8.79,760922,South America
Guyana,GUY,2010,,9,749259,South America
Guyana,GUY,2015,,8.32,758783,South America
Guyana,GUY,2020,85.63835,8.52,807486,South America
Haiti,HTI,1870,,0.01,1165498,North America
Haiti,HTI,1875,,0.01,1230328,North America
Haiti,HTI,1880,,0.01,1298731,North America
Haiti,HTI,1885,,0.01,1370922,North America
Haiti,HTI,1890,,0.01,1447110,North America
Haiti,HTI,1895,,0.01,1527517,North America
Haiti,HTI,1900,,0.14,1616961,North America
Haiti,HTI,1905,,0.2,1742117,North America
Haiti,HTI,1910,,0.22,1883502,North America
Haiti,HTI,1915,,0.27,2045990,North America
Haiti,HTI,1920,,0.31,2215834,North America
Haiti,HTI,1925,,0.34,2370233,North America
Haiti,HTI,1930,,0.4,2530442,North America
Haiti,HTI,1935,,0.55,2697458,North America
Haiti,HTI,1940,,0.72,2873280,North America
Haiti,HTI,1945,,0.77,3050311,North America
Haiti,HTI,1950,12.5,0.6,3265716,North America
Haiti,HTI,1955,,0.68,3533747,North America
Haiti,HTI,1960,,0.83,3858447,North America
Haiti,HTI,1965,,0.99,4223822,North America
Haiti,HTI,1970,,1.22,4635126,North America
Haiti,HTI,1975,,1.56,5099095,North America
Haiti,HTI,1980,,2.07,5614494,North America
Haiti,HTI,1982,35,,5835939,North America
Haiti,HTI,1985,,3.05,6190868,North America
Haiti,HTI,1990,,3.56,6854444,North America
Haiti,HTI,1995,,4.06,7562551,North America
Haiti,HTI,2000,,4.44,8303151,North America
Haiti,HTI,2003,59,,8759913,North America
Haiti,HTI,2005,,4.9,9061274,North America
Haiti,HTI,2010,,5.17,9803299,North America
Haiti,HTI,2015,,5.5,10523249,North America
Haiti,HTI,2017,68.00986,,10817759,North America
Haiti,HTI,2020,,5.95,11243846,North America
Honduras,HND,1870,,0.25,405414,North America
Honduras,HND,1875,,0.3,363181,North America
Honduras,HND,1880,,0.37,328706,North America
Honduras,HND,1885,,0.46,365172,North America
Honduras,HND,1890,,0.55,417788,North America
Honduras,HND,1895,,0.66,471393,North America
Honduras,HND,1900,,0.76,530342,North America
Honduras,HND,1905,,0.94,593894,North America
Honduras,HND,1910,,1.1,662011,North America
Honduras,HND,1915,,1.22,720650,North America
Honduras,HND,1920,,1.52,785083,North America
Honduras,HND,1925,,1.57,895272,North America
Honduras,HND,1926,26.1,,920437,North America
Honduras,HND,1930,33.4,1.55,1022849,North America
Honduras,HND,1935,32.6,1.51,1131000,North America
Honduras,HND,1940,34.7,1.52,1246523,North America
Honduras,HND,1945,36.3,1.57,1388475,North America
Honduras,HND,1950,37.5,1.65,1558941,North America
Honduras,HND,1955,,1.75,1789399,North America
Honduras,HND,1960,,1.93,2062067,North America
Honduras,HND,1965,,2.13,2377163,North America
Honduras,HND,1970,,2.38,2750721,North America
Honduras,HND,1975,,2.73,3193239,North America
Honduras,HND,1980,,3.74,3727179,North America
Honduras,HND,1985,,4.65,4323338,North America
Honduras,HND,1990,,5.07,4980493,North America
Honduras,HND,1995,,5.47,5739636,North America
Honduras,HND,2000,,5.87,6577781,North America
Honduras,HND,2001,80,,6757992,North America
Honduras,HND,2005,,6.24,7478362,North America
Honduras,HND,2007,84,,7834806,North America
Honduras,HND,2010,85,6.6,8365881,North America
Honduras,HND,2011,85,,8540587,North America
Honduras,HND,2012,85,,8715081,North America
Honduras,HND,2013,85,,8889276,North America
Honduras,HND,2014,87,,9063127,North America
Honduras,HND,2015,88,7.04,9237306,North America
Honduras,HND,2016,89,,9412380,North America
Honduras,HND,2018,87,,9765209,North America
Honduras,HND,2019,89,,9943637,North America
Honduras,HND,2020,,7.51,10119638,North America
Hong Kong,HKG,1870,,0.01,116240,Asia
Hong Kong,HKG,1875,,0.02,142478,Asia
Hong Kong,HKG,1880,,0.04,163789,Asia
Hong Kong,HKG,1885,,0.07,188287,Asia
Hong Kong,HKG,1890,,0.12,219117,Asia
Hong Kong,HKG,1895,,0.2,259733,Asia
Hong Kong,HKG,1900,,0.32,310869,Asia
Hong Kong,HKG,1905,,0.4,372059,Asia
Hong Kong,HKG,1910,,0.67,445944,Asia
Hong Kong,HKG,1915,,0.92,534838,Asia
Hong Kong,HKG,1920,,1.15,639683,Asia
Hong Kong,HKG,1925,,2.11,719348,Asia
Hong Kong,HKG,1930,,2.54,825680,Asia
Hong Kong,HKG,1935,,3,978259,Asia
Hong Kong,HKG,1940,,3.67,1746891,Asia
Hong Kong,HKG,1945,,4.14,1587362,Asia
Hong Kong,HKG,1950,57.5,4.46,1978347,Asia
Hong Kong,HKG,1955,,4.76,2478199,Asia
Hong Kong,HKG,1960,,5.05,3094853,Asia
Hong Kong,HKG,1965,,5.93,3855425,Asia
Hong Kong,HKG,1970,,6.58,3739916,Asia
Hong Kong,HKG,1975,,7.26,4438382,Asia
Hong Kong,HKG,1980,,8.42,4962488,Asia
Hong Kong,HKG,1985,,9.24,5393122,Asia
Hong Kong,HKG,1990,,10.08,5560599,Asia
Hong Kong,HKG,1995,,10.21,6177105,Asia
Hong Kong,HKG,2000,,10.37,6704665,Asia
Hong Kong,HKG,2005,,12.17,6908483,Asia
Hong Kong,HKG,2010,,12.2,7101614,Asia
Hong Kong,HKG,2015,,12.32,7366411,Asia
Hong Kong,HKG,2020,,12.83,7490240,Asia
Hungary,HUN,1870,,1.82,5906380,Europe
Hungary,HUN,1875,,2.01,6077623,Europe
Hungary,HUN,1880,,2.26,6249350,Europe
Hungary,HUN,1885,,2.55,6425929,Europe
Hungary,HUN,1890,,2.83,6614394,Europe
Hungary,HUN,1895,,3.17,6853061,Europe
Hungary,HUN,1900,60.1,3.5,7106097,Europe
Hungary,HUN,1905,,4.02,7358788,Europe
Hungary,HUN,1910,67.7,4.02,7604701,Europe
Hungary,HUN,1915,,4.3,7767474,Europe
Hungary,HUN,1920,86.6,4.5,7942153,Europe
Hungary,HUN,1925,,4.73,8261866,Europe
Hungary,HUN,1930,90,5.01,8610564,Europe
Hungary,HUN,1935,,5.39,8929425,Europe
Hungary,HUN,1940,,5.96,9216204,Europe
Hungary,HUN,1941,93.6,,9245400,Europe
Hungary,HUN,1945,,6.57,9277812,Europe
Hungary,HUN,1950,95.5,7.2,9337883,Europe
Hungary,HUN,1955,,7.36,9823216,Europe
Hungary,HUN,1960,,7.53,9983383,Europe
Hungary,HUN,1965,,7.75,10141118,Europe
Hungary,HUN,1970,,8.27,10315142,Europe
Hungary,HUN,1975,,8.85,10515654,Europe
Hungary,HUN,1980,99,9.39,10695372,Europe
Hungary,HUN,1985,,9.31,10547258,Europe
Hungary,HUN,1990,,9.48,10381280,Europe
Hungary,HUN,1995,,10.75,10322792,Europe
Hungary,HUN,2000,,11.57,10190598,Europe
Hungary,HUN,2005,,11.89,10065703,Europe
Hungary,HUN,2010,,11.98,9979128,Europe
Hungary,HUN,2015,,11.83,9839211,Europe
Hungary,HUN,2020,,11.96,9749459,Europe
Iceland,ISL,1870,,0.85,69835,Europe
Iceland,ISL,1875,,0.91,70866,Europe
Iceland,ISL,1880,,1.01,71664,Europe
Iceland,ISL,1885,,1.11,71319,Europe
Iceland,ISL,1890,,1.22,71259,Europe
Iceland,ISL,1895,,1.34,74185,Europe
Iceland,ISL,1900,,1.47,77854,Europe
Iceland,ISL,1905,,1.99,82535,Europe
Iceland,ISL,1910,,2.44,87565,Europe
Iceland,ISL,1915,,2.85,92444,Europe
Iceland,ISL,1920,,2.98,97534,Europe
Iceland,ISL,1925,,3.38,102870,Europe
Iceland,ISL,1930,,3.78,108477,Europe
Iceland,ISL,1935,,4.24,114305,Europe
Iceland,ISL,1940,,4.73,120892,Europe
Iceland,ISL,1945,,5.17,130918,Europe
Iceland,ISL,1950,98.5,5.8,142684,Europe
Iceland,ISL,1955,,5.99,157751,Europe
Iceland,ISL,1960,,6.29,175572,Europe
Iceland,ISL,1965,,6.73,192344,Europe
Iceland,ISL,1970,,7.24,204489,Europe
Iceland,ISL,1975,,7.71,218029,Europe
Iceland,ISL,1980,,8.2,228147,Europe
Iceland,ISL,1985,,8.71,241414,Europe
Iceland,ISL,1990,,9.23,254842,Europe
Iceland,ISL,1995,,9.7,267516,Europe
Iceland,ISL,2000,,10.17,281293,Europe
Iceland,ISL,2005,,10.83,296852,Europe
Iceland,ISL,2010,,11.52,318163,Europe
Iceland,ISL,2015,,12.95,330962,Europe
Iceland,ISL,2020,,13.53,366626,Europe
India,IND,1870,,0.03,251115205,Asia
India,IND,1875,,0.03,253070405,Asia
India,IND,1880,,0.04,255789440,Asia
India,IND,1885,,0.06,265221721,Asia
India,IND,1890,,0.1,274991729,Asia
India,IND,1895,,0.13,278029747,Asia
India,IND,1900,,0.16,280714154,Asia
India,IND,1901,6.2,,281834058,Asia
India,IND,1905,,0.24,288066854,Asia
India,IND,1910,,0.32,295496971,Asia
India,IND,1911,7,,296313651,Asia
India,IND,1915,,0.41,297584511,Asia
India,IND,1920,,0.52,300639878,Asia
India,IND,1921,8.3,,302525896,Asia
India,IND,1925,,0.61,313849318,Asia
India,IND,1930,,0.72,330163509,Asia
India,IND,1931,9.1,,334232641,Asia
India,IND,1935,,0.81,353128154,Asia
India,IND,1940,,0.88,373766276,Asia
India,IND,1945,,0.96,364746467,Asia
India,IND,1950,17.5,1.02,346278818,Asia
India,IND,1955,,1.08,387700892,Asia
India,IND,1960,,1.16,435990342,Asia
India,IND,1965,,1.33,490140142,Asia
India,IND,1970,,1.65,545864271,Asia
India,IND,1975,,2.09,611309536,Asia
India,IND,1980,,2.46,687354029,Asia
India,IND,1981,41,,703696251,Asia
India,IND,1985,,3.03,772647800,Asia
India,IND,1990,,3.56,864972221,Asia
India,IND,1991,48,,883927605,Asia
India,IND,1995,,4.3,960301046,Asia
India,IND,2000,,5.3,1057922731,Asia
India,IND,2001,61,,1077898579,Asia
India,IND,2005,,5.94,1154676321,Asia
India,IND,2006,63,,1172878888,Asia
India,IND,2010,,6.59,1243481565,Asia
India,IND,2011,69,,1261224956,Asia
India,IND,2015,,7.31,1328024494,Asia
India,IND,2020,,7.8,1402617694,Asia
India,IND,2022,76,,1425423209,Asia
India,IND,2023,82,,1438069597,Asia
Indonesia,IDN,1870,,0.01,27068109,Asia
Indonesia,IDN,1875,,0.01,28628960,Asia
Indonesia,IDN,1880,,0.01,30094857,Asia
Indonesia,IDN,1885,,0.01,31859700,Asia
Indonesia,IDN,1890,,0.02,33761552,Asia
Indonesia,IDN,1895,,0.03,35838291,Asia
Indonesia,IDN,1900,,0.04,38179623,Asia
Indonesia,IDN,1905,,0.09,40574022,Asia
Indonesia,IDN,1910,,0.13,42820498,Asia
Indonesia,IDN,1915,,0.17,45118696,Asia
Indonesia,IDN,1920,,0.43,47304303,Asia
Indonesia,IDN,1925,,0.52,50240326,Asia
Indonesia,IDN,1930,,0.6,53422386,Asia
Indonesia,IDN,1935,,0.71,57426239,Asia
Indonesia,IDN,1940,,0.82,61843190,Asia
Indonesia,IDN,1945,,0.96,64894598,Asia
Indonesia,IDN,1950,17.5,1.14,68799031,Asia
Indonesia,IDN,1955,,1.31,77273505,Asia
Indonesia,IDN,1960,,1.67,88296074,Asia
Indonesia,IDN,1965,,2.28,101365131,Asia
Indonesia,IDN,1970,,2.98,115657496,Asia
Indonesia,IDN,1975,,3.37,131843848,Asia
Indonesia,IDN,1980,67,3.85,148950537,Asia
Indonesia,IDN,1985,,4.05,166776183,Asia
Indonesia,IDN,1990,82,4.44,183501097,Asia
Indonesia,IDN,1995,,4.89,199888055,Asia
Indonesia,IDN,2000,,5.41,216077789,Asia
Indonesia,IDN,2004,90,,227926649,Asia
Indonesia,IDN,2005,,6.68,230871648,Asia
Indonesia,IDN,2006,92,,233951650,Asia
Indonesia,IDN,2008,92,,240157902,Asia
Indonesia,IDN,2009,93,,243220024,Asia
Indonesia,IDN,2010,,8.02,246305327,Asia
Indonesia,IDN,2011,93,,249470029,Asia
Indonesia,IDN,2014,95,,258877395,Asia
Indonesia,IDN,2015,95,8.5,261799249,Asia
Indonesia,IDN,2016,95,,264627429,Asia
Indonesia,IDN,2018,96,,269951847,Asia
Indonesia,IDN,2020,96,9.06,274814861,Asia
Iran,IRN,1870,,0.01,8446047,Asia
Iran,IRN,1875,,0.01,8612362,Asia
Iran,IRN,1880,,0.01,8769413,Asia
Iran,IRN,1885,,0.01,8929313,Asia
Iran,IRN,1890,,0.01,9131715,Asia
Iran,IRN,1895,,0.01,9597010,Asia
Iran,IRN,1900,,0.02,10122370,Asia
Iran,IRN,1905,,0.03,10633576,Asia
Iran,IRN,1910,,0.04,10967798,Asia
Iran,IRN,1915,,0.2,10116464,Asia
Iran,IRN,1920,,0.22,9455525,Asia
Iran,IRN,1925,,0.25,10839204,Asia
Iran,IRN,1930,,0.27,12691310,Asia
Iran,IRN,1935,,0.3,13981885,Asia
Iran,IRN,1940,,0.4,15178703,Asia
Iran,IRN,1945,,0.49,15933238,Asia
Iran,IRN,1950,12.5,0.6,16510553,Asia
Iran,IRN,1955,,0.72,18700800,Asia
Iran,IRN,1960,,0.99,21470433,Asia
Iran,IRN,1965,,1.5,25036982,Asia
Iran,IRN,1970,,2.17,29145099,Asia
Iran,IRN,1975,,2.87,33802971,Asia
Iran,IRN,1976,37,,34837282,Asia
Iran,IRN,1980,,3.84,39842323,Asia
Iran,IRN,1985,,4.66,49582289,Asia
Iran,IRN,1986,52,,51446046,Asia
Iran,IRN,1990,,5.49,58380098,Asia
Iran,IRN,1991,66,,59986931,Asia
Iran,IRN,1995,,6.69,62205571,Asia
Iran,IRN,1996,73,,62881298,Asia
Iran,IRN,2000,,7.66,66418661,Asia
Iran,IRN,2002,77,,68011318,Asia
Iran,IRN,2005,82,8.49,71828455,Asia
Iran,IRN,2006,82,,73392747,Asia
Iran,IRN,2008,83,,75514201,Asia
Iran,IRN,2010,,9.15,77420851,Asia
Iran,IRN,2012,84,,79370583,Asia
Iran,IRN,2013,85,,80414689,Asia
Iran,IRN,2014,85,,81502045,Asia
Iran,IRN,2015,,9.37,82619365,Asia
Iran,IRN,2016,86,,83812230,Asia
Iran,IRN,2020,,9.8,87723448,Asia
Iraq,IRQ,1870,,0.01,1611120,Asia
Iraq,IRQ,1875,,0.01,1674434,Asia
Iraq,IRQ,1880,,0.01,1723928,Asia
Iraq,IRQ,1885,,0.01,1774798,Asia
Iraq,IRQ,1890,,0.01,1851933,Asia
Iraq,IRQ,1895,,0.01,2101924,Asia
Iraq,IRQ,1900,,0.02,2399016,Asia
Iraq,IRQ,1905,,0.02,2620482,Asia
Iraq,IRQ,1910,,0.02,2850254,Asia
Iraq,IRQ,1915,,0.02,3148513,Asia
Iraq,IRQ,1920,,0.02,3459608,Asia
Iraq,IRQ,1925,,0.03,3707365,Asia
Iraq,IRQ,1930,,0.04,3933814,Asia
Iraq,IRQ,1935,,0.05,4010346,Asia
Iraq,IRQ,1940,,0.1,4140032,Asia
Iraq,IRQ,1945,,0.16,4804832,Asia
Iraq,IRQ,1950,12.5,0.25,5653357,Asia
Iraq,IRQ,1955,,0.35,6366279,Asia
Iraq,IRQ,1960,,0.53,7022057,Asia
Iraq,IRQ,1965,,0.9,8202145,Asia
Iraq,IRQ,1970,,1.53,9735611,Asia
Iraq,IRQ,1975,,2.11,11543643,Asia
Iraq,IRQ,1980,,2.92,13591996,Asia
Iraq,IRQ,1985,,3.98,15683431,Asia
Iraq,IRQ,1990,,4.9,17581208,Asia
Iraq,IRQ,1995,,5.44,20825859,Asia
Iraq,IRQ,2000,74,6.23,24424060,Asia
Iraq,IRQ,2005,,6.6,28407450,Asia
Iraq,IRQ,2010,,7.43,31045367,Asia
Iraq,IRQ,2012,77,,33654843,Asia
Iraq,IRQ,2014,82,,36550058,Asia
Iraq,IRQ,2015,,7.76,37560535,Asia
Iraq,IRQ,2016,83,,38469628,Asia
Iraq,IRQ,2017,86,,39337358,Asia
Iraq,IRQ,2020,,8.27,42116602,Asia
Ireland,IRL,1475,0,,2912656,Europe
Ireland,IRL,1550,0,,2912656,Europe
Ireland,IRL,1650,3,,2912656,Europe
Ireland,IRL,1750,21,,2912656,Europe
Ireland,IRL,1870,,0.74,2912656,Europe
Ireland,IRL,1875,,0.86,2912656,Europe
Ireland,IRL,1880,,0.99,2912656,Europe
Ireland,IRL,1885,,1.12,2912656,Europe
Ireland,IRL,1890,,1.3,2912656,Europe
Ireland,IRL,1895,,1.5,2912656,Europe
Ireland,IRL,1900,,1.7,2912656,Europe
Ireland,IRL,1905,,1.94,2912656,Europe
Ireland,IRL,1910,,2.21,2912656,Europe
Ireland,IRL,1915,,2.52,2912656,Europe
Ireland,IRL,1920,,2.85,2912656,Europe
Ireland,IRL,1925,,3.35,2912656,Europe
Ireland,IRL,1930,,3.78,2912656,Europe
Ireland,IRL,1935,,4.4,2912656,Europe
Ireland,IRL,1940,,5.11,2912656,Europe
Ireland,IRL,1945,,5.74,2912656,Europe
Ireland,IRL,1950,98.5,6.42,2912656,Europe
Ireland,IRL,1955,,6.72,2899545,Europe
Ireland,IRL,1960,,6.98,2827691,Europe
Ireland,IRL,1965,,7.4,2873157,Europe
Ireland,IRL,1970,,8.05,2961402,Europe
Ireland,IRL,1975,,8.79,3180119,Europe
Ireland,IRL,1980,,9.69,3415240,Europe
Ireland,IRL,1985,,10.37,3531275,Europe
Ireland,IRL,1990,,10.64,3514015,Europe
Ireland,IRL,1995,,10.8,3610695,Europe
Ireland,IRL,2000,,11.03,3802589,Europe
Ireland,IRL,2005,,11.8,4155283,Europe
Ireland,IRL,2010,,12.45,4559084,Europe
Ireland,IRL,2015,,13.57,4702497,Europe
Ireland,IRL,2020,,13.74,4982602,Europe
Isle of Man,IMN,1950,98.5,,55115,Europe
Israel,ISR,1950,92.5,,1289244,Asia
Israel,ISR,1983,92,,3959631,Asia
Israel,ISR,2015,,12.04,8052916,Asia
Israel,ISR,2020,,12.04,8800380,Asia
Italy,ITA,1475,15,,9004179,Europe
Italy,ITA,1550,18,,13277249,Europe
Italy,ITA,1650,23,,13485321,Europe
Italy,ITA,1750,23,,15919102,Europe
Italy,ITA,1870,,0.86,27745148,Europe
Italy,ITA,1875,,0.94,28535657,Europe
Italy,ITA,1880,,1.07,29355842,Europe
Italy,ITA,1885,,1.21,30354809,Europe
Italy,ITA,1890,,1.36,31392763,Europe
Italy,ITA,1895,,1.5,32336274,Europe
Italy,ITA,1900,,1.71,33332371,Europe
Italy,ITA,1901,51.8,,33571430,Europe
Italy,ITA,1905,,1.89,34651950,Europe
Italy,ITA,1910,,1.98,35939804,Europe
Italy,ITA,1911,62.8,,36098124,Europe
Italy,ITA,1915,,2.24,36431783,Europe
Italy,ITA,1920,,2.55,36967588,Europe
Italy,ITA,1921,73.2,,37194808,Europe
Italy,ITA,1925,,2.85,38460652,Europe
Italy,ITA,1930,,3.08,40159184,Europe
Italy,ITA,1931,78.4,,40501139,Europe
Italy,ITA,1935,,3.36,41878651,Europe
Italy,ITA,1940,,3.72,43602046,Europe
Italy,ITA,1945,,4.15,45001776,Europe
Italy,ITA,1950,87.5,4.4,46391674,Europe
Italy,ITA,1955,,4.71,48130817,Europe
Italy,ITA,1960,,5.07,49514555,Europe
Italy,ITA,1965,,5.43,51480733,Europe
Italy,ITA,1970,,5.87,53390231,Europe
Italy,ITA,1975,,6.45,55166046,Europe
Italy,ITA,1980,,7.09,56412086,Europe
Italy,ITA,1981,96,,56646752,Europe
Italy,ITA,1985,,7.63,56855499,Europe
Italy,ITA,1990,,8.32,57031457,Europe
Italy,ITA,1995,,9.04,57403342,Europe
Italy,ITA,2000,,9.73,57272200,Europe
Italy,ITA,2001,98,,57305760,Europe
Italy,ITA,2005,,10.2,58519696,Europe
Italy,ITA,2010,,10.71,60164212,Europe
Italy,ITA,2011,99,,60367882,Europe
Italy,ITA,2015,,11.11,60575314,Europe
Italy,ITA,2019,99,,60130136,Europe
Italy,ITA,2020,,11.51,59912763,Europe
Jamaica,JAM,1870,,0.67,502105,North America
Jamaica,JAM,1875,,0.76,541465,North America
Jamaica,JAM,1880,,0.9,582848,North America
Jamaica,JAM,1885,,1.13,613958,North America
Jamaica,JAM,1890,,1.42,645515,North America
Jamaica,JAM,1895,,1.71,684962,North America
Jamaica,JAM,1900,,1.97,727676,North America
Jamaica,JAM,1905,,2.27,771868,North America
Jamaica,JAM,1910,,2.47,815621,North America
Jamaica,JAM,1915,,2.61,842829,North America
Jamaica,JAM,1920,,2.76,873146,North America
